Main_Topic,Câu hỏi,Trả lời
Thủ tục Xét thưởng hỗ trợ sinh con đúng chính sách dân số,,"- Tại khoản 2 Điều 1 Thông tư số 45/2018/TT-BYT, có hiệu lực kể từ ngày 01 tháng 03 năm 2019, sửa đổi bổ sung Thông tư liên tịch số 07/2016/TTLT-BYT-BTC-BLĐTBXH quy định chi tiết Nghị định số 39/2015/NĐ-CP của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đúng chính sách dân số là: 1. Tờ khai đề nghị hỗ trợ kinh phí sinh con đúng chính sách dân số của đối tượng hưởng chính sách hỗ trợ theo Mẫu số 1a ban hành kèm theo Thông tư này đối với đối tượng có số định danh cá nhân và Mẫu số 1b ban hành kèm theo Thông tư này đối với đối tượng chưa có số định danh cá nhân. Thân nhân trực tiếp của đối tượng hưởng chính sách hỗ trợ thực hiện kê khai trong trường hợp đối tượng hưởng chính sách hỗ trợ không biết chữ, sức khỏe yếu, không tự khai được. -Và tại khoản 2 Điều 4 của Thông tư liên tịch số07/2016/TTLT-BYT-BTC-LĐTBXH và của Bộ Y tế, Bộ Tài chính, Bộ Lao động-Thương binh và Xã hội quy định chi tiết Nghị định số 39/2015/NĐ-CP ngày 27/5/2015 của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đún"
Thủ tục Xét thưởng hỗ trợ sinh con đúng chính sách dân số,Hồ sơ xét hưởng chính sách hỗ trợ sinh con đúng chính sách dân số gồm những giấy tờ gì?,"- Tại khoản 2 Điều 1 Thông tư số 45/2018/TT-BYT, có hiệu lực kể từ ngày 01 tháng 03 năm 2019, sửa đổi bổ sung Thông tư liên tịch số 07/2016/TTLT-BYT-BTC-BLĐTBXH quy định chi tiết Nghị định số 39/2015/NĐ-CP của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đúng chính sách dân số là: 1. Tờ khai đề nghị hỗ trợ kinh phí sinh con đúng chính sách dân số của đối tượng hưởng chính sách hỗ trợ theo Mẫu số 1a ban hành kèm theo Thông tư này đối với đối tượng có số định danh cá nhân và Mẫu số 1b ban hành kèm theo Thông tư này đối với đối tượng chưa có số định danh cá nhân. Thân nhân trực tiếp của đối tượng hưởng chính sách hỗ trợ thực hiện kê khai trong trường hợp đối tượng hưởng chính sách hỗ trợ không biết chữ, sức khỏe yếu, không tự khai được. -Và tại khoản 2 Điều 4 của Thông tư liên tịch số07/2016/TTLT-BYT-BTC-LĐTBXH và của Bộ Y tế, Bộ Tài chính, Bộ Lao động-Thương binh và Xã hội quy định chi tiết Nghị định số 39/2015/NĐ-CP ngày 27/5/2015 của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đún"
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,"Những thủ tục đơn vị muốn tìm hiểu được quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 quy định về quản lý hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế và Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế (đã được Bộ trưởng Bộ Y tế công bố tại Văn bản hợp nhất số 10/VBHN-BYT ngày 05/4/2019). Theo các văn bản nêu trên, trước hết công ty phải thực hiện các thủ tục sau: -       Thực hiện thủ tục công bố đủ điều kiện sản xuất hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế tại Sở Y tế nơi công ty đặt nhà máy sản xuất. Thủ tục, trình tự quy định tại Chương II Nghị định công bố tại Văn bản hợp nhất số 10/VBHN-BYT. -         Sau khi có phiếu tiếp nhận hồ sơ công bố đủ điều kiện sản xuất do Sở Y tế cấp, công ty có thể nộp hồ sơ đăng ký lưu hành chế phẩm. Trình tự, thủ tục đăng ký lưu hành được quy định tại Chương IV Nghị định công bố tại Văn bản hợp nhất số 10/VBHN-BYT."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế","Chúng tôi là công ty được thành lập tại Việt Nam muốn sản xuất chế phẩm diệt côn trùng, diệt khuẩn d...","Những thủ tục đơn vị muốn tìm hiểu được quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 quy định về quản lý hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế và Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế (đã được Bộ trưởng Bộ Y tế công bố tại Văn bản hợp nhất số 10/VBHN-BYT ngày 05/4/2019). Theo các văn bản nêu trên, trước hết công ty phải thực hiện các thủ tục sau: -       Thực hiện thủ tục công bố đủ điều kiện sản xuất hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế tại Sở Y tế nơi công ty đặt nhà máy sản xuất. Thủ tục, trình tự quy định tại Chương II Nghị định công bố tại Văn bản hợp nhất số 10/VBHN-BYT. -         Sau khi có phiếu tiếp nhận hồ sơ công bố đủ điều kiện sản xuất do Sở Y tế cấp, công ty có thể nộp hồ sơ đăng ký lưu hành chế phẩm. Trình tự, thủ tục đăng ký lưu hành được quy định tại Chương IV Nghị định công bố tại Văn bản hợp nhất số 10/VBHN-BYT."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,"Nếu sản phẩm diệt côn trùng mà công ty muốn nhập khẩu đã được cho phép bán tự do tại nước sản xuất hoặc một nước khác là thành viên của Tổ chức Thương mại thế giới, công ty có thể thực hiện đăng ký lưu hành để nhập khẩu và bán tại Việt Nam. Sau khi được Cục Quản lý môi trường y tế - Bộ Y tế cấp số đăng ký lưu hành cho chế phẩm đó, công ty được phép nhập khẩu không hạn chế số lượng, thủ tục làm tại Hải quan, không phải xin phép nhập khẩu tại Bộ Y tế. Thủ tục đăng ký lưu hành mới chế phẩm nhập khẩu được quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 và Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",Tôi muốn nhập khẩu sản phẩm diệt côn trùng trong nhà thì phải làm thủ tục gì?,"Nếu sản phẩm diệt côn trùng mà công ty muốn nhập khẩu đã được cho phép bán tự do tại nước sản xuất hoặc một nước khác là thành viên của Tổ chức Thương mại thế giới, công ty có thể thực hiện đăng ký lưu hành để nhập khẩu và bán tại Việt Nam. Sau khi được Cục Quản lý môi trường y tế - Bộ Y tế cấp số đăng ký lưu hành cho chế phẩm đó, công ty được phép nhập khẩu không hạn chế số lượng, thủ tục làm tại Hải quan, không phải xin phép nhập khẩu tại Bộ Y tế. Thủ tục đăng ký lưu hành mới chế phẩm nhập khẩu được quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 và Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,"Các chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế được Bộ trưởng Bộ Y tế công bố tại Thông tư số 09/2018/TT-BYT ngày 27/4/2018 ban hành ban hành Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế thuộc lĩnh vực quản lý nhà nước của Bộ Y tế được xác định mã số hàng hóa theo Danh mục hàng hóa xuất khẩu, nhập khẩu Việt Nam."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế","Làm thế nào để tôi biết sản phẩm tôi định kinh doanh có thuộc nhóm hóa chất, chế phẩm diệt côn trùng...","Các chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế được Bộ trưởng Bộ Y tế công bố tại Thông tư số 09/2018/TT-BYT ngày 27/4/2018 ban hành ban hành Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế thuộc lĩnh vực quản lý nhà nước của Bộ Y tế được xác định mã số hàng hóa theo Danh mục hàng hóa xuất khẩu, nhập khẩu Việt Nam."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,"Thời hạn trả lời hồ sơ đăng ký lưu hành chế phẩm diệt côn trùng tùy thuộc vào hình thức đăng ký (đăng ký mới, đăng ký bổ sung, đăng ký gia hạn) và được quy định chi tiết tại Điều 27 Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ quy định về quản lý hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế","Thời hạn trả lời hồ sơ đăng ký lưu hành chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y...","Thời hạn trả lời hồ sơ đăng ký lưu hành chế phẩm diệt côn trùng tùy thuộc vào hình thức đăng ký (đăng ký mới, đăng ký bổ sung, đăng ký gia hạn) và được quy định chi tiết tại Điều 27 Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ quy định về quản lý hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",,"Theo quy định tại Điều 20 Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ, doanh nghiệp nước ngoài phải có văn phòng đại diện tại Việt Nam thì được ủy quyền cho văn phòng đại diện đứng tên đăng ký lưu hành. Nếu không, doanh nghiệp nước ngoài có thể ủy quyền cho doanh nghiệp được thành lập tại Việt Nam đứng tên đăng ký lưu hành. Doanh nghiệp nước ngoài cũng có thể ủy quyền cho doanh nghiệp nước ngoài khác có văn phòng đại diện tại Việt Nam đứng tên đăng ký lưu hành chế phẩm của mình tại Việt Nam."
"Thủ tục cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế",Chúng tôi là công ty nước ngoài chưa có văn phòng đại diện hay chi nhánh tại Việt Nam. Công ty chúng...,"Theo quy định tại Điều 20 Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ, doanh nghiệp nước ngoài phải có văn phòng đại diện tại Việt Nam thì được ủy quyền cho văn phòng đại diện đứng tên đăng ký lưu hành. Nếu không, doanh nghiệp nước ngoài có thể ủy quyền cho doanh nghiệp được thành lập tại Việt Nam đứng tên đăng ký lưu hành. Doanh nghiệp nước ngoài cũng có thể ủy quyền cho doanh nghiệp nước ngoài khác có văn phòng đại diện tại Việt Nam đứng tên đăng ký lưu hành chế phẩm của mình tại Việt Nam."
Thủ tục hành chính lĩnh vực Dược,,Thực hiện thủ tục đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược. Thủ tục số 01 tại Quyết định số 5229/QĐ-BYT ngày 29/8/2018
Thủ tục hành chính lĩnh vực Dược,Tôi muốn mở nhà thuốc tư nhân tôi cần thực hiện những thủ tục nào?,Thực hiện thủ tục đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược. Thủ tục số 01 tại Quyết định số 5229/QĐ-BYT ngày 29/8/2018
Thủ tục hành chính lĩnh vực Dược,,"- Đơn đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược theo Mẫu số 19 Phụ lục I của Nghị định số 54/2017/NĐ-CP; 2. Tài liệu kỹ thuật về địa điểm, khu vực bảo quản, trang thiết bị bảo quản, tài liệu chuyên môn kỹ thuật và nhân sự đáp ứng Thực hành tốt cơ sở bán lẻ thuốc; 3. Bản sao có chứng thực Giấy chứng nhận đăng ký doanh nghiệp hoặc tài liệu pháp lý chứng minh việc thành lập cơ sở; 4. Bản sao có chứng thực Chứng chỉ hành nghề dược."
Thủ tục hành chính lĩnh vực Dược,Tôi muốn mở nhà thuốc tôi cần giấy tờ gì?,"- Đơn đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược theo Mẫu số 19 Phụ lục I của Nghị định số 54/2017/NĐ-CP; 2. Tài liệu kỹ thuật về địa điểm, khu vực bảo quản, trang thiết bị bảo quản, tài liệu chuyên môn kỹ thuật và nhân sự đáp ứng Thực hành tốt cơ sở bán lẻ thuốc; 3. Bản sao có chứng thực Giấy chứng nhận đăng ký doanh nghiệp hoặc tài liệu pháp lý chứng minh việc thành lập cơ sở; 4. Bản sao có chứng thực Chứng chỉ hành nghề dược."
Thủ tục hành chính lĩnh vực Dược,,"Không được Bạn chỉ được chịu trách nhiệm chuyên môn cho cơ sở bán lẻ thuốc: quầy thuốc, tủ thuốc."
Thủ tục hành chính lĩnh vực Dược,"Tôi có chứng chỉ hành nghề dược trình độ cao đẳng, tôi có thể làm phụ trách chuyên môn cho nhà thuốc...","Không được Bạn chỉ được chịu trách nhiệm chuyên môn cho cơ sở bán lẻ thuốc: quầy thuốc, tủ thuốc."
Thủ tục hành chính lĩnh vực Dược,,"Bạn nộp hồ sơ tại bộ phận một cửa của Sở Y tế tỉnh, thành phố trực thuộc Trung ương. Một số tỉnh, thành phố tiếp nhận hồ sơ tại bộ phận một cửa của Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương."
Thủ tục hành chính lĩnh vực Dược,"Tôi nộp hồ sơ đăng ký mở nhà thuốc, quầy thuốc tại đâu?","Bạn nộp hồ sơ tại bộ phận một cửa của Sở Y tế tỉnh, thành phố trực thuộc Trung ương. Một số tỉnh, thành phố tiếp nhận hồ sơ tại bộ phận một cửa của Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương."
Thủ tục hành chính lĩnh vực Dược,,"Trong thời hạn 20 ngày kể từ ngày nộp đủ hồ sơ hợp lệ, SYT sẽ tổ chức đánh giá"
Thủ tục hành chính lĩnh vực Dược,"Sau khi được nộp hồ sơ, bao nhiêu lâu thì Sở Y tế sẽ tổ chức đánh giá","Trong thời hạn 20 ngày kể từ ngày nộp đủ hồ sơ hợp lệ, SYT sẽ tổ chức đánh giá"
Thủ tục hành chính lĩnh vực Dược,,"- Từ 01/01/2020, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ trung cấp dược trở lên. Tất cả các nhân viên phải không đang trong thời gian bị kỷ luật từ hình thức cảnh cáo trở lên có liên quan đến chuyên môn y, dược."
Thủ tục hành chính lĩnh vực Dược,Điều kiện về nhân viên giúp việc nhà thuốc là gì?,"- Từ 01/01/2020, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ trung cấp dược trở lên. Tất cả các nhân viên phải không đang trong thời gian bị kỷ luật từ hình thức cảnh cáo trở lên có liên quan đến chuyên môn y, dược."
Thủ tục hành chính lĩnh vực Dược,,"Tại thời điểm hiên nay, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ sơ cấp dược trở lên"
Thủ tục hành chính lĩnh vực Dược,Bằng cấp chuyên môn và kinh nghiệm của nhân viên trực tiếp tham gia bán thuốc là như thế nào,"Tại thời điểm hiên nay, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ sơ cấp dược trở lên"
Thủ tục hành chính lĩnh vực Dược,,"Diện tích phù hợp với quy mô kinh doanh nhưng tối thiểu là 10m2, phải có khu vực để trưng bày, bảo quản thuốc và khu vực để người mua thuốc tiếp xúc và trao đổi thông tin về việc sử dụng thuốc với người bán lẻ; Như vậy được hiểu là tất cả các hoạt động,"
Thủ tục hành chính lĩnh vực Dược,"Diện tích nhà thuốc, quầy thuốc tối thiểu là 10m2 chỉ tính cho giá kệ bảo quản thuốc hay tất cả ...","Diện tích phù hợp với quy mô kinh doanh nhưng tối thiểu là 10m2, phải có khu vực để trưng bày, bảo quản thuốc và khu vực để người mua thuốc tiếp xúc và trao đổi thông tin về việc sử dụng thuốc với người bán lẻ; Như vậy được hiểu là tất cả các hoạt động,"
Thủ tục hành chính lĩnh vực Dược,,"- Khi nào được SYT cấp giấy chứng nhận đủ điều kiện KDD, lúc đó mới được hoạt động. Trong thời hạn 10 ngày kể từ ngày kết thúc đánh giá thực tế và ký biên bản đánh giá, nếu kết luận đáp ứng GPP mức độ 1, SYT sẽ cấp giấy CN ĐĐKKDD."
Thủ tục hành chính lĩnh vực Dược,"Sau khi đánh giá đáp ứng GPP lần đầu và biên bản kết luận đạt, tôi thực hiện luôn việc bán lẻ thuốc ...","- Khi nào được SYT cấp giấy chứng nhận đủ điều kiện KDD, lúc đó mới được hoạt động. Trong thời hạn 10 ngày kể từ ngày kết thúc đánh giá thực tế và ký biên bản đánh giá, nếu kết luận đáp ứng GPP mức độ 1, SYT sẽ cấp giấy CN ĐĐKKDD."
Thủ tục hành chính lĩnh vực Dược,,"Hoạt chất ofloxacin nằm trong danh mục dược chất bị cấm sử dụng tại một số ngành, lĩnh vực, là thuốc phải kiểm soát đặc biệt. Do đó, bản lẻ thuốc này, bạn phải nộp hồ sơ xin điều chỉnh phạm vi kinh doanh bao gồm cả thuốc kiểm soát đặc biệt về SYT để thực hiện việc cấp điều chỉnh giấy CN DĐKKDD"
Thủ tục hành chính lĩnh vực Dược,"Quầy thuốc của tôi được cấp GPP từ năm 2016 và có bản lẻ thuốc nhỏ mắt ofloxacin, tôi có phải làm lạ...","Hoạt chất ofloxacin nằm trong danh mục dược chất bị cấm sử dụng tại một số ngành, lĩnh vực, là thuốc phải kiểm soát đặc biệt. Do đó, bản lẻ thuốc này, bạn phải nộp hồ sơ xin điều chỉnh phạm vi kinh doanh bao gồm cả thuốc kiểm soát đặc biệt về SYT để thực hiện việc cấp điều chỉnh giấy CN DĐKKDD"
Thủ tục hành chính lĩnh vực Mỹ phẩm,,"Để nhập khẩu mỹ phẩm về Việt Nam, tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường cần thực hiện công bố sản phẩm mỹ phẩm theo quy định tại Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm. Hồ sơ công bố sản phẩm mỹ phẩm bao gồm: 1. Phiếu công bố sản phẩm mỹ phẩm; 2. Giấy ủy quyền của nhà sản xuất hoặc chủ sở hữu sản phẩm ủy quyền cho tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường được phân phối sản phẩm mỹ phẩm tại Việt Nam. Giấy uỷ quyền phải là bản có chứng thực chữ ký và được hợp pháp hoá lãnh sự theo quy định của pháp luật, trừ trường hợp được miễn hợp pháp hoá lãnh sự theo các điều ước quốc tế mà Việt Nam là thành viên. Giấy uỷ quyền phải đáp ứng các yêu cầu quy định tại Điều 6 Thông tư 06/2011/TT-BYT; 3. Giấy chứng nhận lưu hành tự do (CFS), đáp ứng các yêu cầu sau: - CFS do nước sở tại cấp, còn hạn. Trường hợp CFS không nêu thời hạn thì phải là bản được cấp trong vòng 24 tháng kể từ ngày cấp. - CFS phải được hợp pháp hoá lãnh sự theo quy định của"
Thủ tục hành chính lĩnh vực Mỹ phẩm,"Tôi muốn nhập khẩu mỹ phẩm từ nước ngoài về Việt Nam để kinh doanh, tôi cần thực hiện những thủ tục ...","Để nhập khẩu mỹ phẩm về Việt Nam, tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường cần thực hiện công bố sản phẩm mỹ phẩm theo quy định tại Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm. Hồ sơ công bố sản phẩm mỹ phẩm bao gồm: 1. Phiếu công bố sản phẩm mỹ phẩm; 2. Giấy ủy quyền của nhà sản xuất hoặc chủ sở hữu sản phẩm ủy quyền cho tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường được phân phối sản phẩm mỹ phẩm tại Việt Nam. Giấy uỷ quyền phải là bản có chứng thực chữ ký và được hợp pháp hoá lãnh sự theo quy định của pháp luật, trừ trường hợp được miễn hợp pháp hoá lãnh sự theo các điều ước quốc tế mà Việt Nam là thành viên. Giấy uỷ quyền phải đáp ứng các yêu cầu quy định tại Điều 6 Thông tư 06/2011/TT-BYT; 3. Giấy chứng nhận lưu hành tự do (CFS), đáp ứng các yêu cầu sau: - CFS do nước sở tại cấp, còn hạn. Trường hợp CFS không nêu thời hạn thì phải là bản được cấp trong vòng 24 tháng kể từ ngày cấp. - CFS phải được hợp pháp hoá lãnh sự theo quy định của"
Thủ tục hành chính lĩnh vực Mỹ phẩm,,Cục Quản lý Dược - Bộ Y tế là cơ quan có thẩm quyền cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm nhập khẩu.
Thủ tục hành chính lĩnh vực Mỹ phẩm,Cơ quan nào có thẩm quyền cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm nhập khẩu?,Cục Quản lý Dược - Bộ Y tế là cơ quan có thẩm quyền cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm nhập khẩu.
Thủ tục hành chính lĩnh vực Mỹ phẩm,,"TTHC này đã triển khai dịch vụ công trực tuyến cấp độ 4 và kết nối theo cơ chế Một cửa Quốc gia. Tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường nộp hồ sơ công bố mỹ phẩm nhập khẩu và nhận kết quả trực tuyến tại Cổng Thông tin Một cửa Quốc gia (http://vnsw.gov.vn)"
Thủ tục hành chính lĩnh vực Mỹ phẩm,Tôi có thể nộp hồ sơ công bố mỹ phẩm nhập khẩu và nhận kết quả ở đâu?,"TTHC này đã triển khai dịch vụ công trực tuyến cấp độ 4 và kết nối theo cơ chế Một cửa Quốc gia. Tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường nộp hồ sơ công bố mỹ phẩm nhập khẩu và nhận kết quả trực tuyến tại Cổng Thông tin Một cửa Quốc gia (http://vnsw.gov.vn)"
Thủ tục hành chính lĩnh vực Mỹ phẩm,,"Theo quy định tại Thông tư số 277/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính về việc quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong lĩnh vực dược, mỹ phẩm, Phí thẩm định công bố sản phẩm mỹ phẩm là 500.000đ (Năm trăm nghìn đồng)/Phiếu công bố."
Thủ tục hành chính lĩnh vực Mỹ phẩm,Phí công bố mỹ phẩm là bao nhiêu?,"Theo quy định tại Thông tư số 277/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính về việc quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong lĩnh vực dược, mỹ phẩm, Phí thẩm định công bố sản phẩm mỹ phẩm là 500.000đ (Năm trăm nghìn đồng)/Phiếu công bố."
Thủ tục hành chính lĩnh vực Mỹ phẩm,,"- Theo Hiệp định mỹ phẩm ASEAN và Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm, mỹ phẩm được phân loại thành 20 nhóm sản phẩm được quy định cụ thể tại Mục 2 (dạng sản phẩm) của Phụ lục số 01-MP của Thông tư. - Tiêu chí để phân loại sản phẩm mỹ phẩm dựa vào tính năng, mục đích sử dụng, thành phần công thức, đường dùng của sản phẩm và định nghĩa về mỹ phẩm quy định tại Khoản 1 Điều 2 Thông tư số 06/2011/TT-BYT ngày 25/01/2011. Việc đánh giá công bố tính năng sản phẩm (nêu ở phần mục đích sử dụng cũng như tên sản phẩm) không thể tách rời với việc xem xét một sản phẩm có phải là sản phẩm mỹ phẩm hay không. Tính năng, mục đích sử dụng sản phẩm mỹ phẩm phải đáp ứng Hướng dẫn của ASEAN về công bố tính năng của sản phẩm mỹ phẩm (Phụ lục số 03-MP của Thông tư số 06/2011/TT-BYT). Thành phần công thức sản phẩm mỹ phẩm phải đáp ứng các Phụ lục của Hiệp định mỹ phẩm ASEAN. Lưu ý: thành phần có nguồn gốc từ con người không được phép sử dụng trong mỹ phẩm. - Đặc tí"
Thủ tục hành chính lĩnh vực Mỹ phẩm,Làm thế nào để phân loại đâu là một sản phẩm mỹ phẩm?,"- Theo Hiệp định mỹ phẩm ASEAN và Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm, mỹ phẩm được phân loại thành 20 nhóm sản phẩm được quy định cụ thể tại Mục 2 (dạng sản phẩm) của Phụ lục số 01-MP của Thông tư. - Tiêu chí để phân loại sản phẩm mỹ phẩm dựa vào tính năng, mục đích sử dụng, thành phần công thức, đường dùng của sản phẩm và định nghĩa về mỹ phẩm quy định tại Khoản 1 Điều 2 Thông tư số 06/2011/TT-BYT ngày 25/01/2011. Việc đánh giá công bố tính năng sản phẩm (nêu ở phần mục đích sử dụng cũng như tên sản phẩm) không thể tách rời với việc xem xét một sản phẩm có phải là sản phẩm mỹ phẩm hay không. Tính năng, mục đích sử dụng sản phẩm mỹ phẩm phải đáp ứng Hướng dẫn của ASEAN về công bố tính năng của sản phẩm mỹ phẩm (Phụ lục số 03-MP của Thông tư số 06/2011/TT-BYT). Thành phần công thức sản phẩm mỹ phẩm phải đáp ứng các Phụ lục của Hiệp định mỹ phẩm ASEAN. Lưu ý: thành phần có nguồn gốc từ con người không được phép sử dụng trong mỹ phẩm. - Đặc tí"
Thủ tục hành chính lĩnh vực Mỹ phẩm,,Các Phụ lục của Hiệp định mỹ phẩm ASEAN được cập nhật thường xuyên và đăng tải trên trang thông tin điện tử của Cục Quản lý Dược (www.dav.gov.vn).
Thủ tục hành chính lĩnh vực Mỹ phẩm,"Tôi có thể tra cứu danh mục các chất có quy định về giới hạn nồng độ, hàm lượng và điều kiện sử dụng...",Các Phụ lục của Hiệp định mỹ phẩm ASEAN được cập nhật thường xuyên và đăng tải trên trang thông tin điện tử của Cục Quản lý Dược (www.dav.gov.vn).
Thủ tục hành chính lĩnh vực Mỹ phẩm,,"- Tổ chức, cá nhân nhập khẩu mỹ phẩm để nghiên cứu, kiểm nghiệm phải gửi đơn hàng nhập khẩu mỹ phẩm dùng cho nghiên cứu, kiểm nghiệm tới Cục Quản lý Dược - Bộ Y tế (Phụ lục số 14-MP Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm). Số lượng tối đa cho mỗi sản phẩm là 10 mẫu. Đơn hàng nhập khẩu mỹ phẩm dùng cho nghiên cứu, kiểm nghiệm được làm thành 03 bản. Sau khi được phê duyệt, 02 bản được lưu tại Cục Quản lý Dược, 01 bản gửi đơn vị. Bản gửi đơn vị có đóng dấu “Bản gửi doanh nghiệp” để trình cơ quan Hải quan khi làm thủ tục thông quan. Các sản phẩm mỹ phẩm nhập khẩu để nghiên cứu, kiểm nghiệm phải được sử dụng đúng mục đích, không được phép đưa ra lưu thông trên thị trường. - Thủ tục này không quy định phải nộp phí/ lệ phí."
